0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.263157894736841813e-01,0.000000000000000000e+00,1.052631578947368363e+00
1.052631578947368363e+00,0.000000000000000000e+00,2.105263157894736725e+00
1.578947368421052655e+00,0.000000000000000000e+00,3.157894736842105310e+00
2.105263157894736725e+00,0.000000000000000000e+00,4.210526315789473450e+00
2.631578947368420796e+00,0.000000000000000000e+00,5.263157894736841591e+00
3.157894736842105310e+00,0.000000000000000000e+00,6.315789473684210620e+00
3.684210526315789380e+00,0.000000000000000000e+00,7.368421052631578760e+00
4.210526315789473450e+00,0.000000000000000000e+00,8.421052631578946901e+00
4.736842105263157521e+00,0.000000000000000000e+00,9.473684210526315042e+00
5.263157894736841591e+00,0.000000000000000000e+00,1.052631578947368318e+01
5.789473684210525661e+00,0.000000000000000000e+00,1.157894736842105132e+01
6.315789473684210620e+00,0.000000000000000000e+00,1.263157894736842124e+01
6.842105263157894690e+00,0.000000000000000000e+00,1.368421052631578938e+01
7.368421052631578760e+00,0.000000000000000000e+00,1.473684210526315752e+01
7.894736842105262831e+00,0.000000000000000000e+00,1.578947368421052566e+01
8.421052631578946901e+00,0.000000000000000000e+00,1.684210526315789380e+01
8.947368421052631859e+00,0.000000000000000000e+00,1.789473684210526372e+01
9.473684210526315042e+00,0.000000000000000000e+00,1.894736842105263008e+01
1.000000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+01
0.000000000000000000e+00,5.263157894736841769e+01,6.842105263157893802e-01
5.263157894736841813e-01,5.263157894736841769e+01,1.736842105263157743e+00
1.052631578947368363e+00,5.263157894736841769e+01,2.789473684210526105e+00
1.578947368421052655e+00,5.263157894736841769e+01,3.842105263157894690e+00
2.105263157894736725e+00,5.263157894736841769e+01,4.894736842105262831e+00
2.631578947368420796e+00,5.263157894736841769e+01,5.947368421052630971e+00
3.157894736842105310e+00,5.263157894736841769e+01,7.000000000000000000e+00
3.684210526315789380e+00,5.263157894736841769e+01,8.052631578947368141e+00
4.210526315789473450e+00,5.263157894736841769e+01,9.105263157894736281e+00
4.736842105263157521e+00,5.263157894736841769e+01,1.015789473684210442e+01
5.263157894736841591e+00,5.263157894736841769e+01,1.121052631578947256e+01
